text,label,model
"ഒരു പുതിയ ആഗോള ബ്ലോക്ക്ബോസ്റ്റർ സിനിമയുടെ പ്രതീക്ഷകളെല്ലാം തകർക്കുകയാണ്. ഈ സിനിമയുടെ ബജറ്റ് വളരെ ഉയർന്നതാണ്, കൂടാതെ പ്രശസ്തമായ നടന്മാരും ഇതിൽ പങ്കെടുക്കുന്നു.",0,sarvam
"പ്രശസ്ത സംവിധായിക ഗൗതം മേനോന്‍റെ പുതിയ ചിത്രം 'മലർവാടി' ഈ വര്‍ഷം ഓണത്തിന് റിലീസ് ചെയ്യും. മുകേഷ്, കീർത്തി സുരേഷ് എന്നിവരാണ് ചിത്രത്തിലെ പ്രധಾನ കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത്. ചിത്രത്തിൻറെ ആദ്യ ടീസർ വാര്‍ത്താപ്രസിദ്ധീകരണത്തോടെ ആരംഭിച്ചു. ഇത് ഒരു റൊമാന്റിക് ഡ്രാമ ആയിരിക്കുമെന്ന് പറയപ്പെടുന്നു.",0,deepseek
"സിനിമാ പ്രേമികളുടെ attente 2023ലെ ഏറ്റവും പ്രതീക്ഷിക്കപ്പെടുന്ന ചിത്രമായ ""കണ്ണാടികള്‍"" നാളെ തിയേറ്ററുകളില്‍ റിലീസ് ചെയ്യുന്നു. അനുപം കിരണ്‍ സംവിധാനം ചെയ്ത ഈ ചിത്രത്തില്‍ ദുല്‍ക്കര്‍ സല്‍മാന്‍, മഞ്ജു വാര്യര്‍ എന്നിവരാണ് പ്രധാന കഥാപാത്രങ്ങളാകുന്നത്. ചിത്രത്തിന്റെ പ്രൊമോഷന്‍ കഴിഞ്ഞ ദിവസം നടന്ന ചടങ്ങില്‍ നടന്മാര്‍ പങ്കെടുത്തു. ചിത്രം മികച്ച സംഗീതവും അടിമുടി ക്യാമറയും വാഗ്ദാനം ചെയ്യുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",0,openai
സൈബർ ക്രൈം സ്ഥാപനങ്ങൾ റിപ്പോർട്ട് ചെയ്യുന്നത് ഇന്ത്യയിൽ സൈബർ ആക്രമണങ്ങൾ 30% വർദ്ധിച്ചതായി. ഓൺലൈൻ സുരക്ഷാ നടപടികൾ ശക്തിപ്പെടുത്താൻ അധികൃതർ ആവശ്യപ്പെടുന്നു.,3,sarvam
കേരളത്തിലെ കളിക്കാരന്റെ പുതിയ ഓട്ടം കായിക ലോകത്ത് ശ്രദ്ധേയമാകുന്നു. 2023-ലെ ദേശീയ അഥ്ലറ്റിക് ചാമ്പ്യൻഷിപ്പിൽ സ്വർണ്ണം നേടാൻ അദ്ദേഹം മുന്നോട്ടുവന്നു. തന്റെ പ്രകടനത്തിൽ അദ്ദേഹം എല്ലാ പ്രതിസന്ധികളെയും മറികടന്നിട്ടുണ്ട്. അടുത്ത മത്സരത്തിൽ അദ്ദേഹം മികച്ച വിജയം നേടുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,1,openai
"സൈബർ ആക്രമണങ്ങളുടെ എണ്ണം വർദ്ധിച്ചുവരികയാണ്. ഫിഷിംഗ്, റാൻസംവെയർ തുടങ്ങിയപുതിയ സുരക്ഷാ ഭീഷണികളെതിരെ ഉപയോക്താക്കൾ ജാഗരൂകരായിരിക്കണം.",3,sarvam
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം പ്രഖ്യാപിച്ചു. 'മഹാരാജ' എന്ന ഈ ചിത്രത്തിൽ തമിഴ് നടൻ വിജയ് സേതുപതി മുഖ്യ കഥാപാത്രത്തെ അവതരിപ്പിക്കും. ചിത്രീകരണം ഈ വർഷം അവസാനത്തിലാരംഭിക്കും എന്ന് ചിത്രത്തിന്റെ നിർമ്മാതാക്കൾ അറിയിച്ചു.,0,deepseek
2023 ലെ ദേശീയ ചലച്ചിത്ര അവാർഡുകൾ പ്രഖ്യാപിച്ചു. മലയാളത്തിൽ നിന്നും മികച്ച നടിയായി പാർവതി മേനോനെ തിരഞ്ഞെടുത്തു. 'അഗ്നിപർവ്വം' എന്ന ചിത്രത്തിലെ പ്രകടനത്തിനാണ് ഈ അംഗീകാരം. മികച്ച സംവിധായകനായി രാജ് കുമാർ സിംഗും മികച്ച ചിത്രമായി 'ഗംഗാതീരം' എന്ന ഹിന്ദി ചിത്രവും തിരഞ്ഞെടുക്കപ്പെട്ടു.,0,gemini
ബോളിവുഡ് താരം അദിത്യ റോയ്കപൂറിന്റെ പുതിയ ചിത്രം 'ഖോജ' ഈ മാസം 25 ന് തിയേറ്ററുകളിൽ എത്തുന്നു. ചിത്രത്തിൽ നായികയായി നടി സരസ്വതി അഭിനയം നടത്തുന്നുണ്ട്. പ്രണയവും സസ്‌പെൻസും നിറഞ്ഞ ഈ ചിത്രത്തിന്റെ ട്രെയിലർ റിലീസ് ചെയ്തതോടെ ഫാൻസുകളുടെ ശ്രദ്ധ പിടിച്ചുപറ്റി. സംവിധായകൻ സഞ്ജയ് ലീലാ ഭന്‍സാലി ഈ ചിത്രത്തിൽ തന്റെ കലയോട് കൂടി ഒരു പുതിയ അനുഭവം നൽകുമെന്ന് ഉറപ്പിക്കുന്നു.,0,openai
"ഇന്ത്യൻ ഓഹരി വിപണി ഇന്ന് മികച്ച പ്രകടനം കാഴ്ചവെച്ചു. മുംബൈ ഓഹരി സൂചികയായ സെൻസെക്സ് എക്കാലത്തെയും ഉയർന്ന നിലയിൽ ക്ലോസ് ചെയ്തു. നിഫ്റ്റിയും നേട്ടമുണ്ടാക്കി. ബാങ്കിംഗ്, ഫിനാൻഷ്യൽ ഓഹരികളാണ് മുന്നേറ്റത്തിന് പ്രധാനമായും കരുത്ത് പകർന്നത്. നിക്ഷേപകരുടെ ആത്മവിശ്വാസം വർദ്ധിച്ചതാണ് ഈ മുന്നേറ്റത്തിന് കാരണം.",2,gemini
"അന്താരാഷ്ട്ര കാൻ ഫിലിം ഫെസ്റ്റിവലിൽ ഇത്തവണ ഇന്ത്യൻ സിനിമകൾക്ക് മികച്ച പ്രതികരണം. അനസൂയ സെൻഗുപ്ത മികച്ച നടിക്കുള്ള പുരസ്കാരം നേടിയപ്പോൾ, പായൽ കപാഡിയ സംവിധാനം ചെയ്ത 'ഓൾ വി ഇമാജിൻ ആസ് ലൈറ്റ്' എന്ന ചിത്രം ഗ്രാൻഡ് പ്രിക്സ് പുരസ്കാരം നേടി. ഇന്ത്യൻ സിനിമയുടെ അന്താരാഷ്ട്ര തലത്തിലെ മുന്നേറ്റത്തിന് ഇത് വലിയ ഊർജ്ജം നൽകും.",0,gemini
ഫുട്ബോൾ ലോകകപ്പിൽ ഇന്ത്യൻ ടീം ക്വാർട്ടർ ഫൈനലിൽ എത്തി. ഇതിനായി ടീം കഠിനാധ്വാനം നടത്തി.,1,sarvam
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് പുതിയ സാങ്കേതിക വിദ്യകൾ പഠിക്കാൻ അവസരം നൽകുന്ന ഒരു സംരംഭം ആരംഭിച്ചു. ""ഇൻറെലിജന്റ് ലേണിങ്"" എന്ന പേരിൽ, ഈ പദ്ധതി എഐ, മെഷിൻ ലേണിങ്, ഡാറ്റാ സയൻസ് എന്നീ വിഷയങ്ങൾ ഉൾക്കൊള്ളുന്നു. പൊതുവായ ക്ളാസുകൾക്കൊപ്പം, ഓൺലൈൻ കോഴ്സുകളും ലഭ്യമാണ്. വിദ്യാർത്ഥികൾക്ക് സാങ്കേതിക വിദ്യയിൽ കൂടുതൽ അറിയാനും പ്രായോഗിക പരിചയം നേടാനുള്ള അവസരവും നൽകുന്നു.",3,openai
ഓൺലൈൻ ഷോപ്പിംഗ് വിപണിയിൽ വൻതോതിലുള്ള വളർച്ച രേഖപ്പെടുത്തിയിട്ടുണ്ട്.  സ്മാർട്ട്ഫോണുകളുടെ ഉപയോഗവും ഇന്റർനെറ്റ് സൗകര്യവും വർദ്ധിച്ചത് ഇതിന് കാരണമായി.  ഇ-കൊമേഴ്സ് വിപണി ഇന്ത്യയിൽ തീവ്ര വേഗത്തിൽ വികസിക്കുന്നുണ്ട്.,2,sarvam
കേന്ദ്ര സർക്കാർ കേരളത്തിന് 1000 മെഗാവാട്ട് സൗരോർജ്ജ പദ്ധതികൾക്ക് സബ്സിഡി നൽകുമെന്ന് പ്രഖ്യാപിച്ചു. പരിസ്ഥിതി സൗഹൃദ ഊർജ്ജത്തെ പ്രോത്സാഹിപ്പിക്കുന്നതിനുള്ള ഈ പദ്ധതി 2025-ലേക്ക് നിലനിൽക്കും.,2,sarvam
കേരളത്തിന്റെ പ്രത്യേകതയായ പാചകരീതികൾ പ്രദർശിപ്പിക്കുന്ന 'കേരള ഫുഡ് ഫെസ്റ്റിവൽ' ആരംഭിച്ചു. വിവിധ ഭക്ഷണ സ്റ്റാളുകളിലൂടെ കേരളത്തിന്റെ രുചികൾ ആസ്വദിക്കാം.,0,sarvam
"ചിദംബരം സംവിധാനം ചെയ്ത 'മഞ്ഞുമ്മൽ ബോയ്സ്' ആഗോള ബോക്സ് ഓഫീസിൽ 200 കോടി രൂപ നേടി ചരിത്രം കുറിച്ചു. മലയാള സിനിമയിൽ ഈ നേട്ടം കൈവരിക്കുന്ന ആദ്യ ചിത്രമാണിത്. യഥാർത്ഥ സംഭവങ്ങളെ ആസ്പദമാക്കി ഒരുക്കിയ ഈ സർവൈവൽ ത്രില്ലർ പ്രേക്ഷകരുടെയും നിരൂപകരുടെയും പ്രശംസ പിടിച്ചുപറ്റിയിരുന്നു. സൗബിൻ ഷാഹിർ, ശ്രീനാഥ് ഭാസി, ബാലു വർഗ്ഗീസ് എന്നിവരാണ് പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിച്ചത്.",0,gemini
കൊച്ചിയിലെ ആദ്യത്തെ സ്വകാര്യ ബ്ലോക്ക് ചെയിൻ സൂപ്പർമാർക്കറ്റായ 'ഗ്രീൻ മാർട്ട്' അടുത്ത മാസം തുറക്കും. കൊച്ചി മ്യൂണിസിപ്പൽ കോർപ്പറേഷന്റെ പുതിയ നയപ്രകാരം അനുമതി ലഭിച്ചു. ഈ പദ്ധതിയിൽ 50 കോടി രൂപ നിക്ഷേപിക്കുകയും 200 തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുകയും ചെയ്യുമെന്ന് കമ്പനി ഡയറക്ടർ അനിൽ കുമാർ പറഞ്ഞു.,2,deepseek
ഇന്റർനാഷണൽ മോണിറ്ററി ഫണ്ട് (IMF) മുന്നറിയിപ്പ് പ്രഖ്യാപിച്ചു. വികസ്വര രാജ്യങ്ങളെ ബാധിക്കുന്ന ഘടകങ്ങൾ ചർച്ച ചെയ്യപ്പെടുന്നു.,2,sarvam
"ഇന്നലെ നടന്ന ഐപിഎല്‍ മല്‍സരത്തില്‍ ചെന്നൈ സൂപ്പർ കിംഗ്‌സ്, ഡല്‍ഹി ക്യാപിറ്റല്‍സിനെതിരെ 7 വിക്കറ്റിന് വിജയം നേടിയിട്ടുണ്ട്. ഈ ജയത്തോടെ ചെന്നൈ ടീമിന്റെ പ്ലേ ഓഫ് സാധ്യതകള്‍ ശക്തമായി തുടരുന്നു. മല്‍സരത്തില്‍ മികച്ച പ്രകടനം കാഴ്ചവെച്ച ധോണിയുടെ ക്യാപ്റ്റൻഷിപിന് ആരാധകരിൽ നിന്ന് പ്രശംസ ലഭിച്ചു.",1,openai
കൊച്ചിയിൽ നടന്ന ഐപിഎല്‍ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് രാജസ്ഥൻ റോയൽസിനെ 5 വിക്കറ്റിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡ് മികച്ച പന്തടിയാളായി തിരഞ്ഞെടുക്കപ്പെട്ടു. രാജസ്ഥൻ റോയൽസിനെ 141 റൺസിന് ആട്ടിയിട്ട ചെന്നൈ ടീം 5 ഓവർ മുമ്പേതന്നെ ലക്ഷ്യം നേടി. ഈ വിജയത്തോടെ ചെന്നൈ ടീം പോയിന്റ് പട്ടികയിൽ രണ്ടാം സ്ഥാനത്തേക്ക് കയറി.,1,deepseek
ഇന്ത്യയിലെ ആദ്യത്തെ സാങ്കേതിക സംരംഭകത്വ സർട്ടിഫിക്കേഷൻ പ്രോഗ്രാം 'ടെക് സർട്ട്' ആരംഭിച്ചു. ഈ പദ്ധതി ആയിരത്തോളം ചെറുസംരംഭകരെ പരിശീലിപ്പിക്കുകയും സാങ്കേതിക വിദ്യയിൽ അവരുടെ കഴിവുകൾ വർദ്ധിപ്പിക്കുകയും ചെയ്യും. ഡിജിറ്റൽ ഇന്ത്യ ലക്ഷ്യത്തിന് വേണ്ടി സംരംഭകത്വത്തെ ശാക്തീകരിക്കുക എന്നതാണ് ഇതിന്റെ ലക്ഷ്യം.,3,deepseek
ഇന്ത്യൻ ബാഡ്മിന്റൺ താരം പി.വി. സിന്ധു ഏഷ്യൻ ബാഡ്മിന്റൺ ചാമ്പ്യൻഷിപ്പിന്റെ ക്വാർട്ടർ ഫൈനലിൽ പ്രവേശിച്ചു. ഇന്ന് നടന്ന പ്രീ-ക്വാർട്ടർ മത്സരത്തിൽ ശക്തയായ എതിരാളിയെ നേരിട്ടുള്ള സെറ്റുകൾക്ക് പരാജയപ്പെടുത്തിയാണ് സിന്ധുവിൻ്റെ മുന്നേറ്റം. സെമിഫൈനൽ ഉറപ്പിക്കാൻ അടുത്ത മത്സരവും നിർണ്ണായകമാണ്. മികച്ച ഫോമിലാണ് സിന്ധു ഇപ്പോൾ കളിക്കുന്നത്.,1,gemini
"കൊച്ചി ആസ്ഥാനമായുള്ള ഫിൻടെക് സ്റ്റാർട്ടപ്പ് 'ടെക്ഫിൻ' 10 ദശലക്ഷം ഡോളറിന്റെ സീരീസ് എ ഫണ്ടിംഗ് നേടി. പ്രമുഖ വെഞ്ച്വർ ക്യാപിറ്റൽ സ്ഥാപനങ്ങളാണ് ഈ നിക്ഷേപം നടത്തിയത്. പുതിയ സാങ്കേതികവിദ്യകൾ ഉപയോഗിച്ച് ചെറുകിട ബിസിനസ്സുകൾക്ക് ധനസഹായം നൽകുന്നതിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കുന്ന ഈ സ്റ്റാർട്ടപ്പ്, അടുത്ത സാമ്പത്തിക വർഷത്തോടെ കൂടുതൽ ഉൽപ്പന്നങ്ങൾ വിപണിയിലെത്തിക്കാൻ ലക്ഷ്യമിടുന്നു. ഇത് കേരളത്തിലെ സ്റ്റാർട്ടപ്പ് ആവാസവ്യവസ്ഥയ്ക്ക് വലിയ പ്രോത്സാഹനമാകും.",2,gemini
ഡിസ്നി+ ഹോട്ട്സ്റ്റാർ ഒരുക്കുന്ന പുതിയ മലയാളം വെബ് സീരീസ് 'കേരള ക്രൈം ഫയൽസ്' റിലീസിന് ഒരുങ്ങുന്നു. യഥാർത്ഥ സംഭവങ്ങളെ ആസ്പദമാക്കിയുള്ള ഒരു ഇൻവെസ്റ്റിഗേഷൻ ത്രില്ലറാണ് ഈ സീരീസ്. പ്രശസ്ത താരനിര അണിനിരക്കുന്ന ഈ വെബ് സീരീസ് പ്രേക്ഷകർ ആകാംഷയോടെയാണ് കാത്തിരിക്കുന്നത്. മലയാളം ഒ.ടി.ടി. പ്ലാറ്റ്‌ഫോമുകളിൽ ഒരു പുതിയ അധ്യായം കുറിക്കാൻ ഇത് സഹായിക്കുമെന്നാണ് പ്രതീക്ഷ.,0,gemini
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് പുതിയ സാങ്കേതിക വിദ്യകൾ പഠിക്കാൻ മികച്ച അവസരമൊരുക്കുന്ന ""ടെക്ക് മലയാളം"" പരിപാടി ഈ മാസം 25-ന് ആരംഭിക്കും. വിജയ് സത്യൻ, പാലക്കാട് ജില്ലയിലെ ഒരു വിദ്യാർത്ഥിയാണ്, ഈ പരിപാടിയിൽ പങ്കെടുക്കാൻ തയ്യാറെടുക്കുന്നു. വിവിധ സാങ്കേതിക മേഖലയിലെ വിദഗ്ദ്ധർ, യുവജനങ്ങൾക്ക് പരിശീലനം നൽകാൻ എത്തും. ഇതിലൂടെ വിദ്യാർത്ഥികൾക്ക് പുതിയ സാങ്കേതിക വിദ്യകൾ കൈക്കൊള്ളാനും കരിയർ അവസരങ്ങൾ കണ്ടെത്താനും സാധിക്കും.",3,openai
മലയാള സിനിമയിലെ പ്രശസ്ത നടി നടി മഞ്ജു വാര്യർ പുതിയ ചിത്രത്തിൽ അഭിനയിക്കാനാണ് ഒരുങ്ങുന്നത്. 'വരവിൻറെ വരൽ' എന്ന ചിത്രത്തിലൂടെ she വീണ്ടും പ്രേക്ഷകരുടെ മുന്നിൽ എത്തുകയാണ്. ചിത്രത്തിന്റെ ചിത്രീകരണം അടുത്ത മാസം ആരംഭിക്കും.  മഞ്ജുവിന്റെ ആരാധകർ ഈ വാർത്ത കേട്ട് ഏറെ സന്തോഷത്തിലാണ്.,0,openai
"റിസർവ് ബാങ്ക് ഓഫ് ഇന്ത്യ (ആർബിഐ) റിപ്പോ നിരക്കുകൾ മാറ്റമില്ലാതെ നിലനിർത്താൻ തീരുമാനിച്ചു. പണപ്പെരുപ്പം നിയന്ത്രിക്കുന്നതിനും സാമ്പത്തിക സ്ഥിരത ഉറപ്പാക്കുന്നതിനും ഇത് സഹായിക്കുമെന്നാണ് വിലയിരുത്തൽ. തുടർച്ചയായ എട്ടാം തവണയാണ് ആർബിഐ നിരക്കുകളിൽ മാറ്റം വരുത്താത്തത്. ഈ തീരുമാനം ഭവനവായ്പ, വാഹനവായ്പ ഇഎംഐകളിൽ തൽക്കാലം മാറ്റങ്ങൾ വരുത്തില്ല.",2,gemini
തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്പ്താനായി ബിസിസിഐ ബുംറാവിനെ നിയമിച്ചു. മുൻ കപ്പ്താൻ ശർമയുടെ പിന്നീടുള്ള ഇടവേളയ്ക്ക് ശേഷം ഈ തീരുമാനം എടുത്തു.  വരാനിരിക്കുന്ന ഓസ്ട്രേലിയ താരവുമായുള്ള സീരീസിൽ നിന്നാണ് അദ്ദേഹം തന്റെ നേതൃത്വം ആരംഭിക്കുന്നത്. ക്രിക്കറ്റ് വിദഗ്ധർ ഈ നിയമനത്തെ അനുകൂലിച്ചുകൊണ്ട് പ്രതികരിച്ചു.,1,deepseek
കേരളത്തിലെ ചെമ്മീൻ കൃഷി മേഖലയിൽ പുതിയ നിക്ഷേപങ്ങളും തൊഴിൽ അവസരങ്ങളും ആരംഭിക്കുമെന്ന് സർക്കാർ പ്രഖ്യാപിച്ചു. 2023-24 സാമ്പത്തിക വർഷത്തിലേക്ക് 200 കോടി രൂപയുടെ നിക്ഷേപം നടത്താനാണ് പദ്ധതി. പുതിയ സാങ്കേതിക വിദ്യ ഉപയോഗിച്ച് ചെമ്മീൻ കൃഷി കൂടുതൽ കാര്യക്ഷമമാക്കാൻ ഉദ്ദേശിച്ചിരിക്കുന്നതായും അധികൃതർ അറിയിച്ചു.,2,openai
"കേരളത്തിന്റെ യുവ ക്രിക്കറ്റ് താരമായ പ്രജിത്ത് കുമാർ, അടുത്ത മാസം നടക്കുന്ന ദേശീയ ക്രിക്കറ്റ് ചാമ്പ്യൻഷിപ്പിൽ പങ്കെടുക്കാൻ സജ്ജമാണ്. കഴിഞ്ഞ സീസണിൽ മികച്ച പ്രകടനം കാഴ്ചവച്ച പ്രജിത്ത്, ഈ വർഷം കൂടുതൽ നേട്ടങ്ങൾ നേടാൻ പ്രതീക്ഷിക്കുന്നു. പരിശീലന ക്യാമ്പിൽ പങ്കുചേരുന്ന അദ്ദേഹത്തെ ആരാധകർ ഏറെ പ്രതീക്ഷയോടെ കാണുന്നു.",1,openai
പ്രശസ്ത സംഗീത സംവിധായകൻ എ.ആർ. റഹ്മാന്റെ സംഗീത നിശ കൊച്ചിയിൽ നടക്കും. വരാനിരിക്കുന്ന ഈ മെഗാ ഇവന്റിനായുള്ള ഒരുക്കങ്ങൾ പുരോഗമിക്കുകയാണ്. റഹ്മാന്റെ എക്കാലത്തെയും മികച്ച ഗാനങ്ങൾ തത്സമയം ആസ്വദിക്കാൻ അവസരം ലഭിക്കുന്നതിൽ ആരാധകർ ആവേശത്തിലാണ്. ടിക്കറ്റുകൾ അതിവേഗം വിറ്റഴിയുന്നതായാണ് റിപ്പോർട്ടുകൾ.,0,gemini
"കോവിഡ് കാലത്തിന് ശേഷം കേരളത്തിലെ ടൂറിസം മേഖല വലിയ തിരിച്ചുവരവിന്റെ പാതയിലാണ്. കഴിഞ്ഞ പാദത്തിൽ വിദേശ സഞ്ചാരികളുടെ എണ്ണത്തിൽ 25% വർദ്ധനവ് രേഖപ്പെടുത്തി. സർക്കാർ നടപ്പിലാക്കിയ പുതിയ ടൂറിസം പ്രൊമോഷൻ പദ്ധതികളും അന്താരാഷ്ട്ര യാത്രാ നിയന്ത്രണങ്ങളിലെ ഇളവുകളും ഇതിന് സഹായകമായി. ഹോട്ടൽ, റിസോർട്ട് ബുക്കിംഗുകളിലും ഗണ്യമായ വർദ്ധനവുണ്ടായിട്ടുണ്ട്. ഇത് പ്രാദേശിക സമ്പദ്‌വ്യവസ്ഥയ്ക്കും തൊഴിലവസരങ്ങൾക്കും ഉണർവ് നൽകുന്നു.",2,gemini
"തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ ഇന്ന് പുറത്തിറക്കിയ പ്രസ്താവനയിലാണ് ഈ തീരുമാനം അറിയിച്ചത്. ടി-20, വൻ്റെഡ് ഫോർമാറ്റുകളിൽ അദ്ദേഹം മുൻനിരയിൽ നിൽക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. ഈ മാറ്റം വരുത്തിയത് ടീമിന്റെ ഭാവി ലക്ഷ്യങ്ങൾ കണക്കിലെടുത്താണെന്നും പ്രസ്താവനയിൽ സൂചിപ്പിച്ചു.",1,deepseek
"കേരളത്തിലെ കർഷകരുടെ പ്രശ്നങ്ങൾ പരിഹരിക്കുന്നതിനായി സംസ്ഥാന സർക്കാർ പുതിയ നയം പ്രഖ്യാപിച്ചു. കൃഷി മേഖലയിൽ നിക്ഷേപങ്ങൾ വർധിപ്പിക്കുകയും, കർഷകരുടെ വരുമാനം ഉയർത്തുന്നതിന് സഹായിക്കുന്ന പരിപാടികൾ നടപ്പിലാക്കാൻ ഉദ്ദേശിക്കുന്നു. ഈ നയത്തിലൂടെ കർഷകർക്ക് പുതിയ സാങ്കേതിക വിദ്യകൾ ലഭ്യമാക്കുകയും, വിപണിയിൽ ഉൽപന്നങ്ങളുടെ വില സ്ഥിരതയോടെ ഉറപ്പാക്കുകയും ചെയ്യും.",2,openai
യുവ സംഗീത സംവിധായകൻ ഹിഷാം അബ്ദുൽ വഹാബിന്റെ പുതിയ മ്യൂസിക് ആൽബം 'മഴവില്ല്' റിലീസായി. പ്രണയവും വിരഹവും പ്രമേയമാക്കിയുള്ള ഗാനങ്ങൾ ഇതിനോടകം ശ്രദ്ധ നേടിക്കഴിഞ്ഞു. ആൽബത്തിലെ പ്രധാന ഗാനം സോഷ്യൽ മീഡിയയിൽ തരംഗമായി മാറിയിട്ടുണ്ട്. ഹിഷാം തന്നെയാണ് ഗാനങ്ങൾക്ക് ഈണം നൽകി ആലപിച്ചിരിക്കുന്നത്.,0,gemini
"ഇ-പേയ്മെന്റ് പ്ലാറ്റ്ഫോമുകളും സ്ഥാപിത ബാങ്കുകളും തമ്മിലുള്ള പങ്കാളിത്തം വർദ്ധിച്ചു. ഡിജിറ്റൽ ലെന്‍ഡിംഗ്, ഇൻസ്റ്റന്റ് ലോൺ സേവനങ്ങൾ ഇപ്പോൾ ലഭ്യമാണ്.",2,sarvam
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് ഇനി പുതിയ സാങ്കേതിക വിദ്യകൾ പഠിക്കാൻ സൗകര്യങ്ങളോടുകൂടിയ ഒരു നാനോ ടെക് ലാബ് നിലവിൽ വന്നിട്ടുണ്ട്. തിരുവനന്തപുരം തനിക്കരയിൽ സ്ഥിതി ചെയ്യുന്ന ലാബ്, കൃത്രിമ ബുദ്ധി, മെഷീൻ ലേണിങ് തുടങ്ങിയ മേഖലകളിൽ പരിശീലനവും ഗവേഷണവും നടത്താൻ സഹായിക്കും. ഈ പദ്ധതിയുടെ ഉദ്ഘാടനം അടുത്ത മാസത്തിൽ നടക്കും.",3,openai
"ഗൾഫ് രാജ്യങ്ങളിൽ നിന്നുള്ള ഇന്ത്യൻ പ്രവാസികൾ കേരളത്തിൽ വീട്ടുവളരെയും ബിസിനസ്സ് സാധ്യതകളും നോക്കി വൻതുക നിക്ഷേപിക്കുന്നു. റിയൽ എസ്റ്റേറ്റ്, ടൂർിസം മേഖലകളിൽ കൂടുതൽ നിക്ഷേപം.",2,sarvam
"കേരളം vs തമിഴ് നാട് മത്സരത്തിൽ കേരളം 2-1 എന്ന സ്കോറിന് വിജയിച്ചു. മത്സരത്തിൽ മികച്ച പ്രകടനം കാഴ്ചവെച്ച അശ്വിന്, രണ്ട് ഗോൾ നേടി. ടീമിന്റെ പരിശീലകന് പരാജയത്തിൽ നിന്ന് പഠിക്കേണ്ടതുണ്ടെന്ന് പറഞ്ഞു. അടുത്ത മത്സരത്തിൽ കൂടുതൽ മികച്ച പ്രകടനം പ്രതീക്ഷിക്കുന്നു.",1,openai
കൊച്ചിയിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് മുംബൈ ഇന്ത്യൻസിനെ 45 റൺസിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡിന്റെ അർദ്ധശതകവും രവീന്ദ്ര ജadeജയുടെ മൂന്ന് വിക്കറ്റുകളും മത്സരത്തിൽ നിർണായകമായിരുന്നു. ഈ വിജയത്തോടെ ചെന്നൈ ടൂർണമെന്റ് പോയിന്റ് പട്ടികയിൽ മുകളിലേക്ക് ഉയർന്നു.,1,deepseek
"ഇന്റർനെറ്റ് വേഗതയിൽ ഇന്ത്യയിൽ വീണ്ടും മുന്നേറ്റം. കഴിഞ്ഞ വർഷത്തേക്കാൾ 30% വേഗത വർദ്ധിച്ചതായി പുതിയ റിപ്പോർട്ട് സൂചിപ്പിക്കുന്നു. ഈ പുരോഗതി ഡിജിറ്റൽ ഇന്ത്യയുടെ ആഭ്യന്തര പദ്ധതികൾക്കും, ടെലികോം കമ്പനികളുടെ നിക്ഷേപങ്ങൾക്കും ആണ് നൽകിയത്. ഉപഭോക്താക്കൾക്ക് മികച്ച സേവനങ്ങൾ ലഭിക്കുന്നതിനൊപ്പം, രാജ്യത്തിന്റെ സമ്പദ്‌വ്യവസ്ഥയിലും ഈ മാറ്റങ്ങൾ അനുകൂലമായ ഫലങ്ങൾ ഉണ്ടാക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3,openai
മലയാളം ഫുട്ബോൾ ടീം ദേശീയ ലീഗിലെ അവസാന മത്സരത്തിൽ ശ്രദ്ധേയമായ ഒരു വിജയം നേടി. ക്ലബ്ബ് ചരിത്രത്തിലെ ഏറ്റവും മികച്ച പ്രകടനമായി ഇത് കണക്കാക്കപ്പെടുന്നു. ടീം ക്യാപ്റ്റൻ അഭിനയിച്ച് മികച്ച ഫലത്തിൽ കളി അവസാനിപ്പിച്ചു.,0,sarvam
