text,label,model
ദേശീയ ഫുട്ബോൾ ലീഗിൽ (ISL) ഏറ്റവും പുരാതനമായ ക്ലബ് റെക്കോർഡ് തകർത്തു. ന്യൂയോർക്ക് സിറ്റി എഫ്‌സി ടീം ഒരു മത്സരത്തിൽ 10-0 എന്ന സ്കോറിൽ വിജയിച്ചു.,1,sarvam
കേരളത്തിന്റെ വിവിധ ജില്ലകളിൽ നിന്ന് വന്ന കായിക താരങ്ങൾ പങ്കെടുത്ത് നടന്ന കായികോത്സവത്തിൽ നൂറുകണക്കിന് ആളുകൾ പങ്കെടുത്തു. മലയാളത്തിന്റെ കായിക പ്രതിഭകൾ പ്രദർശിപ്പിച്ചു.,1,sarvam
ദേശീയ പാരാലിമ്പിക് താരമായ ജയിക് പുതിയ പുരസ്കാരം ലഭിച്ചു. സർക്കാർ അദ്ദേഹത്തിന് സാമ്പത്തിക സഹായം നൽകി പ്രോത്സാഹിപ്പിച്ചു.,1,sarvam
"സൈബർ ആക്രമണങ്ങളുടെ എണ്ണം ഗണ്യമായി വർദ്ധിച്ചുവരുന്നതിനാൽ, ഓൺലൈൻ സുരക്ഷയെ ശക്തിപ്പെടുത്തുന്നതിന് കൂടുതൽ നടപടികൾ സ്വീകരിക്കണമെന്ന് സുരക്ഷാ വിദഗ്ധർ ഊന്നൽ നൽകുന്നു.",3,sarvam
5G നെറ്റ്വർക്ക് സൗകര്യങ്ങൾ ഗ്രാമീണ പ്രദേശങ്ങളിലേക്ക് വ്യാപിപ്പിക്കുന്നതിനുള്ള പദ്ധതികൾ ത്വരിതപ്പെടുത്തുകയാണ്. ഇത് ഇന്റർനെറ്റ് സൗകര്യം എല്ലാവർക്കും ലഭ്യമാക്കാൻ സഹായിക്കും.,3,sarvam
ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ് സാങ്കേതികവിദ്യയുടെ വളർച്ച ചർച്ചയാകുന്നു. ഈ സാങ്കേതികവിദ്യ സുരക്ഷാ രംഗത്ത് പുതിയ വെല്ലുവിളികളും അവസരങ്ങളും സൃഷ്ടിക്കുമെന്ന് വിശകലനങ്ങൾ സൂചിപ്പിക്കുന്നു.,3,sarvam
"1. **ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന് ചീഫ് സെലക്ടർ മാറ്റം** ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ ചീഫ് സെലക്ടറായി റഞ്ചി ശർമ്മയെ നിയമിച്ചിരിക്കുന്നു. സെലക്ഷൻ കമ്മിറ്റി തലത്തിൽ നടന്ന മാറ്റത്തിനൊപ്പമാണ് ഈ തീരുമാനം. 2. **ഒളിമ്പിക്സിൽ സ്വർണം നേടിയ നെയ്ത്തല്‍ക്കാരി** ടോക്കിയോ ഒളിമ്പിക്സിൽ സ്വർണ്ണം നേടിയ വീർദ്ധിനി മേരി കോം, ദേശീയ സ്പോർട്സ് ദിനത്തിൽ പുരസ്കാരം ലഭിച്ചു. 3. **മലയാളം ഫുട്ബോൾ ടീമിന് ചരിത്ര നേട്ടം** സബ് ജൂനിയർ ലെവലിൽ മലയാളം ഫുട്ബോൾ ടീം ദേശീയ ചാമ്പ്യൻഷിപ്പ് ജയിച്ചു. യുവ താരങ്ങളുടെ മികച്ച പ്രകടനമായിരുന്നു ഇതിന് കാരണം. 4. **കേരളത്തിലെ സ്കൂളുകളിൽ ക്രിക്കറ്റ് മത്സരങ്ങൾക്ക് പുതിയ സംവിധാനം** സ്കൂൾ ക്രിക്കറ്റ് മത്സരങ്ങൾക്ക് പുതിയ സ്കോർিং സിസ്റ്റവും ടെക്നോളജി ഉപയോഗവും അവതരിപ്പിച്ചിരിക്കുന്നു. 5. **ആദിവാസി കായിക താരങ്ങൾക്ക് സ്പെഷ്യൽ സ്കോൾ** കേരള സർക്കാർ ആദിവാസി യുവാക്കളുടെ കായിക വികസനത്തിനായി പ്രത്യേക സ്കൂൾ ആരംഭിക്കുന്നു.",1,sarvam
ഗ്ലോബൽ മാർക്കറ്റ് സ്ഥിരതയും കോർപ്പറേറ്റ് ലാഭവിളവുകളും ചേർന്ന് സെൻസെക്സ് 2% ഉയർന്നു. നിക്ഷേപകർക്ക് നല്ല പ്രതീക്ഷ.,2,sarvam
"ഓണ്‍സീസണിൽ ഓണ്‍ലൈൻ ഷോപ്പിംഗ് 40% വർദ്ധിച്ചു എന്ന് വിശകലന റിപ്പോർട്ട് സൂചിപ്പിക്കുന്നു. ഫ്ലിപ്കാർട്ട്, അമസോൺ എന്നിവയാണ് മുൻപന്തിയിൽ.",2,sarvam
കോവിഡ്-19 പിന്നെ ഹോട്ടലുകളും ടൂറിസം മേഖലയും വേഗത്തിൽ വീണ്ടെടുക്കുകയാണ്. 2019 ലെ നിലയിലേക്ക് തിരിച്ചുചേരാൻ സാധ്യത.,2,sarvam
പരിസ്ഥിതി സൗഹൃദ ബിസിനസ് മോഡലുകൾ പ്രോത്സാഹിപ്പിക്കുന്നതിനായി സർക്കാർ പുതിയ സബ്സിഡി പദ്ധതി ആരംഭിച്ചു. ചെറുകിട വ്യവസായങ്ങൾക്ക് ലക്ഷ്യമിടുന്നത് ഈ പദ്ധതി.,2,sarvam
പ്രശസ്ത നടൻ മോഹൻലാലിന്റെ പുതിയ സിനിമയുടെ വാർത്തകൾ പരത്തിയിട്ടുണ്ട്. സിനിമയുടെ ചിത്രീകരണം തുടങ്ങിയിട്ടുമായി വാർത്തകളുണ്ട്. പ്രേക്ഷകർക്ക് സിനിമ കാണാൻ ആകാംക്ഷയോടെ കാത്തിരിക്കുന്നു.,0,sarvam
ഒരു പുതിയ സിനിമാ ഫെസ്റ്റിവൽ നടത്താൻ തീരുമാനിച്ചിട്ടുണ്ട്. ഫെസ്റ്റിവലിൽ വിവിധ രാജ്യങ്ങളിൽ നിന്നുള്ള സിനിമകൾ പ്രദർശിപ്പിക്കും. പ്രേക്ഷകർക്ക് സിനിമകൾ ആസ്വദിക്കാൻ അവസരം ലഭിക്കും.,0,sarvam
ആൻഡ്രോയ്ഡ് 15 ഔദ്യോഗികമായി പുറത്തിറക്കി ഗൂഗിൾ മലയാളത്തിൽ ആദ്യത്തെ AI ടെക്സ്റ്റ്-ടു-സ്പീച്ച് സോഫ്റ്റ്വെയർ വികസിപ്പിച്ചെടുത്തു 5G നെറ്റ്‌വർക്ക് ഇന്ത്യയിൽ 90% പ്രദേശത്ത് ലഭ്യമാക്കാൻ സർക്കാർ പദ്ധതി ബ്ലോക്ക്ചെയിൻ സാങ്കേതികവിദ്യ ഉപയോഗിച്ച് ഇന്ത്യൻ ഭരണം പുതിയ വോട്ടെടുപ്പ് സംവിധാനം പരീക്ഷിക്കുന്നു,3,sarvam
"പുതിയ മലയാളം സിനിമ ""കാറ്റ്രോബ്"" 2024 ഒക്ടോബറിൽ റിലീസ് ചെയ്യും. ഈ സിനിമയിൽ മോഹന്‍ലാല്‍ പ്രധാന വേഷം ചെയ്യുന്നു. സിനിമയുടെ ഷൂട്ടിംഗ് പൂർത്തിയായി.",0,sarvam
കേരളത്തിൽ ഒരു പുതിയ ചലച്ചിത്ര ഉത്സവം നടത്താൻ തീരുമാനിച്ചിട്ടുണ്ട്. ഈ ഉത്സവത്തിൽ വിവിധ രാജ്യങ്ങളിൽ നിന്നുള്ള സിനിമകൾ പ്രദർശിപ്പിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,0,sarvam
"സിനിമാ ടിക്കറ്റ് വിലയിൽ വർദ്ധനവ് വരുത്തിയിട്ടുണ്ട്. പുതിയ വില പ്രകാരം, ഒരു ടിക്കറ്റിന് 200 രൂപയാണ്. ഇത് സിനിമാ തൊഴിലാളികൾക്കുള്ള പിന്തുണയ്ക്കായാണ്.",0,sarvam
ആൻഡ്രോയ്ഡ് 15 ഔദ്യോഗികമായി പുറത്തിറക്കി ഗൂഗിൾ മലയാളത്തിൽ ആദ്യത്തെ AI ചാറ്റ്ബോട്ട് സർക്കാർ ആരംഭിച്ചു ഇന്ത്യയിൽ 5G സേവനം ആരംഭിച്ചത് റിലയൻസ് ജിയോ 2024 ലെ ഏറ്റവും വേഗതയേറിയ സൂപ്പർകമ്പ്യൂട്ടർ ചൈനയിൽ നിർമ്മിച്ചു,3,sarvam
കേരളത്തിന്റെ വിവിധ ജില്ലകളിൽ നിന്ന് വന്ന കായിക താരങ്ങൾ പങ്കെടുത്ത കേരള കായികോത്സവം വിജയകരമായി നടന്നു. യുവാക്കളുടെ സ്ഥിരമായ പങ്കാളിത്തം ശ്രദ്ധേയമാണ്.,1,sarvam
അന്താരാഷ്ട്ര പാരാലിമ്പിക്സിൽ മലയാളത്തിൽ നിന്നുള്ള താരത്തിന് പ്രത്യേക പുരസ്കാരം ലഭിച്ചു. ഇത് സംസ്ഥാനത്തിന് വലിയ അഭിമാനമാണ്.,1,sarvam
"ആഗോള സാമ്പത്തിക മാന്ദ്യത്തിന്റെ പ്രത്യാഘാതങ്ങൾ കേരളത്തിലെ ചെറു, ഇടത്തരം ബിസിനസുകളെ ബാധിച്ചിട്ടുണ്ട്. ഇറക്കുമതി വിലയുയർച്ച, ഡിമാൻഡ് കുറവ് എന്നിവ പ്രധാന പ്രശ്നങ്ങളാണ്.",2,sarvam
"സ്ത്രീ സംരംഭകർക്ക് ലോൺ സഹായം, പരിശീലനം, മാർക്കറ്റ് റിസർച്ച് സൗകര്യങ്ങൾ നൽകുന്ന പുതിയ പദ്ധതി സർക്കാർ ആരംഭിച്ചു. സ്ത്രീ സാമ്പത്തിക ശാക്തീകരണത്തിനായുള്ള ഒരു പ്രധാന നടപടിയാണിത്.",2,sarvam
"""ചീട്ട"" എന്ന പുതിയ മലയാളം സിനിമയുടെ ട്രെയിലർ ഇന്ന് പുറത്തിറക്കി. നവാഗതനായ സംവിധായകന്റെ ഈ ചിത്രം നിരവധി നിരൂപകരുടെ ശ്രദ്ധ നേടിയിട്ടുണ്ട്.",0,sarvam
പ്രശസ്ത മലയാളം നടി അനുശ്രീ ഒരു പുതിയ വെബ് സീരീസിൽ അഭിനയിക്കാൻ ഒപ്പിട്ടു. ഈ സീരീസ് ഒരു പുതിയ ട്വിസ്റ്റോടെയുള്ള കഥയവതരിപ്പിക്കുന്നു.,0,sarvam
ഒരു മലയാളം ചിത്രം ഒരു അന്താരാഷ്ട്ര സിനിമാ പുരസ്കാരത്തിന് നാമനിർദ്ദേശം ചെയ്യപ്പെട്ടു. ഈ ചിത്രം ലോകമെമ്പാടുമുള്ള പ്രേക്ഷകരുടെ ശ്രദ്ധ നേടിയിട്ടുണ്ട്.,0,sarvam
"ചെറുകിട വ്യവസായങ്ങൾക്കായി കേരള സർക്കാർ സബ്സിഡി പദ്ധതി ആരംഭിച്ചു. ഉൽപ്പാദനം, ജോലി അവസരങ്ങൾ വർദ്ധിപ്പിക്കാൻ ലക്ഷ്യമിട്ടുള്ള ഈ പദ്ധതി.",2,sarvam
ആൻഡ്രോയ്ഡ് 15-ൽ പുതിയ സുരക്ഷാ സവിശേഷതകൾ മലയാള AI ചാറ്റ്ബോട്ട് സർവ്വസാധാരണമായി ജിയോ 5G വേഗത കൂട്ടി രണ്ട് മടങ്ങാക്കി മെറ്റാവേഴ്സിൽ പുതിയ സാമൂഹ്യ അനുഭവങ്ങൾ,3,sarvam
കേരളത്തിൽ 500 മെഗാവാട്ട് സോളാർ പവർ പദ്ധതി ആരംഭിച്ചു. പരിസ്ഥിതി സൗഹൃദ ഊർജ്ജത്തിന് മുൻഗണന നൽകുന്ന സർക്കാരിന്റെ പുതിയ നീക്കമാണിത്.,2,sarvam
"ഗൂഗിൾ, മെറ്റ, അമേസൺ തുടങ്ങിയ കമ്പനികൾ ഇന്ത്യയിൽ പുതിയ ഡിജിറ്റൽ സെന്ററുകൾ സ്ഥാപിക്കാൻ തീരുമാനിച്ചു. ഇന്ത്യയുടെ ടെക് മേഖലയിലെ വളർച്ചയെ ഇത് പ്രതിഫലിപ്പിക്കുന്നു.",2,sarvam
"സ്കില്ല് ഡെവലപ്മെന്റ്, ഇന്റേൺഷിപ്പ് അവസരങ്ങൾ വർദ്ധിപ്പിക്കുന്നതിനായി സർക്കാർ പുതിയ പദ്ധതി പ്രഖ്യാപിച്ചു. യുവാക്കളുടെ തൊഴിൽ സാധ്യതകൾ വർദ്ധിപ്പിക്കാൻ ലക്ഷ്യമിടുന്നു.",2,sarvam
1. **ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന് ചുവടുവെപ്പ്: T20 ലോകകപ്പ് സപ്പോർട്ടർമാരുടെ പേരുകൾ പ്രഖ്യാപിച്ചു** T20 ലോകകപ്പ് സപ്പോർട്ടർമാരുടെ പേരുകൾ ഇന്ത്യൻ ക്രിക്കറ്റ് ടീം പ്രഖ്യാപിച്ചു. യുവ പ്രതിഭകളെ പിന്തുണയ്ക്കുന്നതിനായി നടത്തിയ തിരഞ്ഞെടുപ്പ് പ്രക്രിയയെ തുടർന്നാണ് ഇത്. ഫൈനൽ ലിസ്റ്റ് പുറത്തിറക്കാൻ ടീം മാനേജ്മെന്റ് തയ്യാറെടുക്കുന്നു.,1,sarvam
ദേശീയ മാരത്തൺ ചാമ്പ്യൻഷിപ്പിൽ സ്വർണം നേടിയ ജിതിന് ദേശീയ പുരസ്കാരം നൽകി ആദരിച്ചു. യുവാക്കളെ പ്രചോദിപ്പിക്കുന്നതിനായി വ്യക്തിപരമായ പരിശ്രമങ്ങൾ നടത്തിയതിന് അദ്ദേഹത്തിന് ഈ പുരസ്കാരം ലഭിച്ചു.,1,sarvam
യുവാവേഫ് ഫുട്ബോൾ ടീമിന് പുതിയ പരിശീലകനെ നിയമിച്ചു. ടീമിന്റെ പ്രകടനം മെച്ചപ്പെടുത്തുന്നതിനായി അദ്ദേഹത്തിന്റെ നേതൃത്വത്തിൽ പുതിയ തന്ത്രങ്ങൾ പ്രയോഗിക്കാൻ പദ്ധതിയോണം.,1,sarvam
1. **ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന് ചിലവിൽ പുതിയ തിരഞ്ഞെടുപ്പ്** ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ തലവൻ എന്ന നിലയിൽ വിജയ് അംബാനിയെ നിയമിച്ചിരിക്കുന്നു. ടീമിന്റെ പ്രവർത്തനങ്ങൾക്ക് പുതിയ ഊർജ്ജം നൽകാൻ ഇത് ലക്ഷ്യമിടുന്നു.,1,sarvam
100 കിലോമീറ്റർ ദൂരം 12 മണിക്കൂറിനുള്ളിൽ ഓടി ജയൻ ദാസ് പുതിയ ദേശീയ റെക്കോർഡ് സൃഷ്ടിച്ചു.,1,sarvam
പുതിയ ഫുട്ബോൾ ലീഗിൽ കേരള ബ്ലാസ്റ്റേഴ്സ് എന്ന പുതിയ ടീം ചേർക്കാൻ തീരുമാനിച്ചു. ഇത് കായിക രംഗത്ത് വലിയ പ്രതീക്ഷകൾ ഉയർത്തുന്നു.,1,sarvam
ഇന്ത്യൻ വോളിബോൾ ടീം ഏഷ്യൻ ചാമ്പ്യൻഷിപ്പിൽ സ്വർണ്ണം നേടി. യുവാക്കളുടെ പ്രതിഭയുടെ മികവ് ഇത് തെളിയിച്ചു.,1,sarvam
കായിക മേഖലയിലെ പരിസ്ഥിതി സൗഹൃദ പ്രവർത്തനങ്ങൾക്ക് ഇന്ത്യയ്ക്ക് ലോക അവാർഡ് ലഭിച്ചു. ഇത് ഒരു പുതിയ മാതൃക സൃഷ്ടിച്ചിരിക്കുന്നു.,1,sarvam
അമേരിക്കൻ കമ്പനിയായ ഫൈസർ ഗുജറാത്തിൽ പുതിയ ഫാർമസ്യൂട്ടിക്കൽ പ്ലാന്റ് നിര്‍മിക്കാൻ തീരുമാനിച്ചു. ഇന്ത്യൻ ഫാർമസ്യൂട്ടിക്കൽ മേഖലയ്ക്ക് ഇത് വലിയ മുന്നേറ്റമാകും.,2,sarvam
1. **ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന് ചീഫ് സെലക്ടർ മാറ്റം** ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ ചീഫ് സെലക്ടറായി റഞ്ചി ശർമ്മയെ നിയമിച്ചിരിക്കുന്നു. സെലക്ഷൻ കമ്മിറ്റി തലത്തിൽ നടന്ന മാറ്റത്തിനൊപ്പമാണ് ഈ തീരുമാനം. 2. **ഒളിമ്പിക്സിൽ സ്വർണം നേടിയ നെയ്ത്തല്‍ക്കാരി** ടോക്കിയോ ഒളിമ്പിക്സിൽ സ്വർണം നേടിയ മീരബായി ചാനു ദേശീയ കായിക പുരസ്കാരങ്ങൾക്ക് അർഹയായി. കേരളത്തിൽ നിന്നുള്ള ആദ്യത്തെ ഒളിമ്പിക്സ് സ്വർണം നേടിയ കായികതാരം ആണ് അവർ. 3. **ഇംഗ്ലണ്ടിനെതിരെ ടെസ്റ്റ് പരമ്പരയ്ക്ക് ഇന്ത്യ തയ്യാറെടുക്കുന്നു** ഇംഗ്ലണ്ടിന്റെ ടൂർണമെന്റിനായി ഇന്ത്യൻ ടീം തയ്യാറെടുക്കുന്നുണ്ട്. പരമ്പരയിലെ ആദ്യ ടെസ്റ്റ് മത്സരം ഇന്ത്യയിൽ വെച്ചാണ് നടത്താൻ തീരുമാനിച്ചിരിക്കുന്നത്. 4. **മാരത്തൺ ഓട്ടക്കാരി പുതിയ റിക്കോർഡ് സ്ഥാപിച്ചു** കേരളത്തിലെ ഒരു മാരത്തൺ ഓട്ടക്കാരി ദേശീയ തലത്തിൽ പുതിയ റിക്കോർഡ് സ്ഥാപിച്ചു. 42 കിലോമീറ്റർ ദൂരം 2 മണിക്കൂറിനുള്ളിൽ പൂർത്തിയാക്കിയാണ് അവർ ഈ നേട്ടം കൈവരിച്ചത്. 5. **ഫുട്ബോൾ ലീഗിൽ പുതിയ ടീം ചേർക്കൽ** ഇന്ത്യൻ സുപർ ലീഗിൽ പുതിയ ടീമുകളെ ചേർക്കാനുള്ള പ്രക്രിയ ആരംഭിച്ചു. കേരളത്തിൽ നിന്നുള്ള ഒരു ടീം ഇതിനായി പ്രതിസന്ധികൾ നേരിടുന്നുണ്ട്.,1,sarvam
"IT മേഖലയിലെ പ്രാഥമിക കമ്പനികളായ ഇൻഫോസിസ്, ടാറ്റാ കൺസൾട്ടൻസി എന്നിവ 2024-ലെ ആദ്യ പാദത്തിൽ 15% വരുമാന വർദ്ധനവ് റിപ്പോർട്ട് ചെയ്തു.",2,sarvam
സ്ത്രീ സംരംഭകർക്ക് പുതിയ ബിസിനസ് ആരംഭിക്കാൻ സർക്കാർ 5 ലക്ഷം രൂപ വരെ സബ്സിഡി നൽകും. ഇതിനായി ഒരു പുതിയ പദ്ധതി പരിചയപ്പെടുത്തി.,2,sarvam
1. **ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന് ചീഫ് സെലക്ടർ മാറ്റം** ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ ചീഫ് സെലക്ടറായി റഞ്ചി ശർമ്മയെ നിയമിച്ചിരിക്കുന്നു. സെലക്ഷൻ കമ്മിറ്റി തലത്തിൽ നടന്ന മാറ്റത്തിനൊപ്പമാണ് ഈ തീരുമാനം. 2. **ഒളിമ്പിക്സിൽ സ്വർണം നേടിയ നെയ്ത്തല്‍ക്കാരി** പാരാലിമ്പിക്സിൽ മലയാളത്തിലെ ആദ്യ സ്വർണം നേടിയ നെയ്ത്തല്‍ക്കാരി സീതാ ദേവി. അവരുടെ പ്രതിഭയ്ക്ക് രാജ്യമെമ്പാടുമുള്ള പ്രശംസ നേടിക്കൊണ്ടിരിക്കുന്നു. 3. **സ്ഥലീയ ഫുട്ബോൾ ടൂർണമെന്റിൽ വൻ വിജയം** കോഴിക്കോട് നടന്ന യുവജന ഫുട്ബോൾ ടൂർണമെന്റിൽ ലക്ഷ്യക്കണ്ണാടി ടീം ചാമ്പ്യനായി. ഫൈനലിൽ എതിരാളികളെ തോൽപ്പിച്ചുകൊണ്ട് അവർ പ്രകാശപ്പെട്ടു. 4. **മലയാളം മാരത്തണിൽ പുതിയ റെക്കോർഡ്** തിരുവനന്തപുരത്ത് നടന്ന മാരത്തണിൽ സ്ത്രീകളുടെ വിഭാഗത്തിൽ പുതിയ റെക്കോർഡ് സ്ഥാപിച്ചു മനുവൽ ജോർജ്. 2 മണിക്കൂറിനുള്ളിൽ 42 കിലോമീറ്റർ ഓടിയാണ് ഇത് നേടിയെടുത്തത്. 5. **കേരളത്തിലെ യുവതാരങ്ങൾക്ക് കായിക സ്കോളർഷിപ്പ്** കായിക മേഖലയിൽ മികച്ച പ്രകടനം കാഴ്ചവെച്ച യുവതാരങ്ങൾക്ക് സർക്കാർ സ്കോളർഷിപ്പ് പരിപാടി ആരംഭിച്ചു. ഇത് കായിക മേഖലയിലെ പ്രതിഭകളെ പിന്തുണയ്ക്കുന്നതിനാണ്.,1,sarvam
"സൈബർ ആക്രമണങ്ങളുടെ എണ്ണം വർദ്ധിച്ചുവരികയാണ്. ഫിഷിംഗ്, റാൻസംവെയർ തുടങ്ങിയ പരിഷ്കൃത സാങ്കേതികവിദ്യകൾ ഉപയോഗിച്ച് ഹാക്കർമാർ പുതിയ മാർഗ്ഗങ്ങൾ കണ്ടെത്തുകയാണ്.",3,sarvam
"ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ് മേഖലയിൽ വൻതോതിലുള്ള പുരോഗതി നടക്കുകയാണ്. ഇത് ക്രിപ്റ്റോഗ്രാഫി, മരുന്ന് ഗവേഷണം തുടങ്ങിയ മേഖലകളിൽ വലിയ മാറ്റങ്ങൾ കൊണ്ടുവരുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3,sarvam
ജോലിസ്ഥലങ്ങളിൽ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് (AI) വ്യാപകമായി ഉപയോഗിക്കുന്നത് ജോലി നഷ്ടത്തിനും പുതിയ തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കാനും കാരണമാകുമെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെടുന്നു.,3,sarvam
"2023-ൽ സൈബർ ആക്രമണങ്ങൾ 40% വർദ്ധിച്ചതായി റിപ്പോർട്ടുകൾ സൂചിപ്പിക്കുന്നു. ഫിഷിംഗ്, റാൻസംവെയർ എന്നിവയാണ് പ്രധാന ആക്രമണ രീതികൾ.",3,sarvam
ഉയർന്ന വേഗതയുള്ള ഇന്റർനെറ്റ് സേവനങ്ങൾ ലഭ്യമാക്കുന്നതിനായി ഗ്രാമീണ പ്രദേശങ്ങളിലേക്ക് 5G ടെക്നോളജി വേഗത്തിൽ വ്യാപിക്കുന്നുണ്ട്.,3,sarvam
ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ് മേഖലയിൽ ഗൂഗിൾ ഒരു പ്രധാന മുന്നേറ്റം നടത്തിയിട്ടുണ്ട്. പാരമ്പര്യ കമ്പ്യൂട്ടറുകളെ അതിജീവിക്കുന്ന ക്വാണ്ടം പ്രോസസ്സറുകൾ വികസിപ്പിച്ചെടുക്കുന്നതിനോടുള്ള പ്രവർത്തനങ്ങൾ ത്വരിതപ്പെടുത്തിയിട്ടുണ്ട്.,3,sarvam
"സർക്കാർ സ്റ്റാർട്ടപ്പ് ഇൻക്യുബേറ്റർ പദ്ധതി കേരളത്തിലെ എല്ലാ ജില്ലകളിലേക്കും വ്യാപിപ്പിച്ചു. യുവ സംരംഭകർക്ക് സാങ്കേതികവിദ്യ, മാർക്കറ്റിംഗ് സഹായം ലഭിക്കും.",2,sarvam
"ലോക ബാങ്ക് ഇന്ത്യയുടെ സാമ്പത്തിക പുനരുജ്ജീവന പദ്ധതികൾക്ക് 1 ബില്യൺ ഡോളർ സാമ്പത്തിക സഹായം നൽകുമെന്ന് പ്രഖ്യാപിച്ചു. അടിസ്ഥാന സൗകര്യ വികസനം, ജോലി സൃഷ്ടി എന്നിവയിൽ ഇത് ശ്രദ്ധ കേന്ദ്രീകരിക്കും.",2,sarvam
ഇന്ത്യയിലെ ഡാറ്റാ ഡിമാൻഡ് നിറവേറ്റാൻ ഗൂഗിൾ പുതിയ ഡാറ്റാ സെന്റർ തുറക്കാൻ തയ്യാറെടുക്കുന്നു. കേരളത്തിൽ സ്ഥാപിക്കുന്നതിനുള്ള സാധ്യതകൾ പരിശോധിക്കുകയാണ് കമ്പനി.,2,sarvam
ഇലക്ട്രിക് വാഹനങ്ങളുടെ ആവശ്യം വർദ്ധിച്ചുവരുന്നതിനനുസരിച്ച് ടാറ്റാ മോട്ടോഴ്സ് ഉൽപ്പാദനം വർദ്ധിപ്പിക്കാനുള്ള പദ്ധതി പ്രഖ്യാപിച്ചു. 2025-ഓടെ ഇലക്ട്രിക് വാഹനങ്ങളുടെ വിഹിതം 30% ആക്കാൻ ലക്ഷ്യമിടുന്നു.,2,sarvam
"ഹോളിവുഡ് സിനിമാ ഗ്രാമത്തിൽ, പ്രവേശനത്തിന് വില നിശ്ചയിച്ചിട്ടുണ്ട്. പുതിയ നിയമം പ്രകാരം, ആളുകൾക്ക് പ്രവേശിക്കാൻ പ്രതിദിനം 50 ഡോളർ നൽകേണ്ടിവരും. ഇത് സിനിമാ നിർമ്മാതാക്കൾക്ക് ലഭിക്കുന്ന വരുമാനം വർദ്ധിപ്പിക്കാൻ സഹായിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",0,sarvam
ഒരു പുതിയ മലയാളം സിനിമയുടെ ട്രെയിലർ റിലീസ് ചെയ്തു. സിനിമയിൽ പ്രശസ്ത നടന്മാർ അഭിനയിച്ചിരിക്കുന്നു. സിനിമയുടെ റിലീസ് തീയതി ഈ വർഷം അവസാനത്തോടെ നിശ്ചയിച്ചിട്ടുണ്ട്.,0,sarvam
പ്രശസ്ത ഗായകൻ ഒരു പുതിയ ആൽബം പുറത്തിറക്കി. ആൽബത്തിൽ പുതിയ ഗാനങ്ങൾ ഉൾപ്പെടുത്തിയിട്ടുണ്ട്. ആൽബം ഇതിനകം ലോകമെമ്പാടുമുള്ള സ്റ്റ്രീമിംഗ് പ്ലാറ്റ്ഫോമുകളിൽ ലഭ്യമാണ്.,0,sarvam
ഇന്ത്യൻ ക്രിക്കറ്റ് ടീം ഒരു പുതിയ ടൂർണമെന്റിനായി പരിശീലനം ആരംഭിച്ചു. ടീമിന്റെ പരിശീലന ക്യാമ്പ് ദില്ലിയിൽ നടക്കുന്നുണ്ട്. ടീമിന്റെ പ്രകടനം മികച്ചതായിരിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,0,sarvam
ഒരു പുതിയ വെബ് സീരീസിന്റെ പ്രഖ്യാപനം നടത്തി. സീരീസിൽ രസകരമായ കഥാപാത്രങ്ങളും സസ്പെൻസ് നിറഞ്ഞ പ്ലോട്ടുമുണ്ട്. സീരീസ് ഒന്നാം തീയതിയിൽ സ്ട്രീം ചെയ്യാൻ തയ്യാറാണ്.,0,sarvam
"സ്മാൾ, മീഡിയം എന്റർപ്രൈസുകൾക്ക് ലോൺ ലഭ്യത വർദ്ധിപ്പിക്കുന്നതിനായി സർക്കാർ പുതിയ നയങ്ങൾ അവതരിപ്പിച്ചു. ഇതിനായി 100 കോടി രൂപ ഫണ്ട് അനുവദിച്ചു.",2,sarvam
2023-ൽ കേരളവും ഗൾഫ് രാജ്യങ്ങളും തമ്മിലുള്ള വ്യാപാരം 15% വർദ്ധിച്ചതായി കേന്ദ്ര സ്റ്റാറ്റിസ്റ്റിക്സ് ഓഫീസ് റിപ്പോർട്ട് ചെയ്തു. പെട്രോളിയം ഉൽപ്പന്നങ്ങളുടെ എക്സ്പോർട്ടാണ് ഇതിന് പ്രധാന കാരണം.,2,sarvam
