text,label,model
കേരളത്തിലെ ഏറ്റവും വലിയ റീട്ടെയിൽ ശൃംഖലയായ 'സിറ്റി മാർട്ട്' അടുത്ത വർഷം തമിഴ്നാട്ടിൽ 20 പുതിയ കേന്ദ്രങ്ങൾ തുറക്കുമെന്ന് കമ്പനി പ്രഖ്യാപിച്ചു. ഈ വിപുലീകരണത്തിനായി 200 കോടി രൂപ നിക്ഷേപിക്കാനുള്ള പദ്ധതിയാണ്. ഇത് 1500 തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കും എന്നും കമ്പനി ഡയറക്ടർ ശ്രീ. രാജീവ് മേനോൻ വ്യക്തമാക്കി.,2,deepseek
ടെസ്‌ല കമ്പനിയുടെ പുതിയ ബാറ്ററി സാങ്കേതികവിദ്യ വിജയകരമായി പരീക്ഷിച്ചു. ഈ പുതിയ ബാറ്ററിക്ക് 800 കിലോമീറ്റർ വരെ ഓട്ടോനോമി ലഭിക്കുമെന്ന് കമ്പനി പ്രഖ്യാപിച്ചു. ഇത് ഇലക്ട്രിക് വാഹന വിപണിയിൽ ഒരു പ്രധാന മാറ്റമാകുമെന്ന് വിദഗ്ധർ പറയുന്നു.,3,deepseek
പ്രശസ്ത സംഗീത രചയിതാവ് എ.ആർ. റഹ്മാന് ഈ വര്ഷത്തെ കേരള സംസ്ഥാന ചലച്ചിത്ര പുരസ്കാരത്തിലെ മികച്ച പശ്ചാത്തല സംഗീത director എന്ന പദവി ലഭിച്ചു. അദ്ദേഹത്തിന്റെ 'മിന്നാമിന്നിക്കൂട്' ചിത്രത്തിലെ സംഗീതമാണ് ഈ ബഹുമതിക്ക് കാരണമായതെന്ന് ജൂറി പ്രഖ്യാപിച്ചു. പുരസ്കാരം അടുത്ത മാസം തിരുവനന്തപുരത്ത് നടക്കാനിരിക്കുന്ന ചടങ്ങില് റഹ്മാന് സ്വീകരിക്കും.,0,deepseek
കൊച്ചിയിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് മുംബൈ ഇന്ത്യൻസിനെ 25 റൺസിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡിന്റെ നായകത്വത്തിലുള്ള ചെന്നൈ ടീം മികച്ച ബാറ്റിംഗും ബൗളിംഗും കാഴ്ചവെച്ചു. ജസ്പ്രിത് ബുമ്ര 3 വിക്കറ്റ് എടുത്തതോടൊപ്പം ഷിവം ഡ്യൂബ് അവസാന ഓവറുകളിൽ നിർണായക പ്രകടനം നടത്തി. ഈ വിജയത്തോടെ ചെന്നൈ ടീം പോയിന്റ് പട്ടികയിൽ മുകളിലേക്ക് കയറി.,1,deepseek
"കൊച്ചിയിലെ ആദ്യത്തെ ഐടി പാർക്ക് 'ഇൻ്ഫോപാർക്ക്' അടുത്ത മൂന്ന് വർഷത്തിനുള്ളിൽ 5,000 പുതിയ ജോലികൾ സൃഷ്ടിക്കുമെന്ന് കമ്പനി അധികൃതർ പ്രഖ്യാപിച്ചു. ഇതിനായി 200 കോടി രൂപ നിക്ഷേപിക്കാനുള്ള പദ്ധതിയാണ് അവർ മുന്നോട്ട് വയ്ക്കുന്നത്. ഈ വികസനം സംസ്ഥാനത്തിന് കൂടുതൽ വിദേശ നിക്ഷേപം ആകർഷിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",2,deepseek
കേരളത്തിലെ ഏറ്റവും വലിയ വിപണന കേന്ദ്രമായ 'ഗ്രാൻഡ് ബസാർ' അടുത്ത മാസം ഒരു പുതിയ ബ്രാഞ്ച് തുറക്കുമെന്ന് പ്രഖ്യാപിച്ചു. ഈ പുതിയ ശാഖ കോഴിക്കോട് ജില്ലയിലായിരിക്കും സ്ഥിതി ചെയ്യുക. ഇത് മൂലം 200-ലധികം പേർക്ക് തൊഴിൽ അവസരങ്ങൾ ലഭിക്കുമെന്ന് കമ്പനി മാനേജിംഗ് ഡയറക്ടർ അറിയിച്ചു. ഈ വിപണന കേന്ദ്രത്തിന് 50 കോടി രൂപയാണ് നിക്ഷേപിക്കുന്നത്.,2,deepseek
"പ്രശസ്ത സംവിധായിക ഗൗരി ശിന്ദെയുടെ പുതിയ ചിത്രം 'മിന്നൽ' ഈ വർഷാവസാനത്തോടെ റിലീസ് ചെയ്യും എന്ന് നിർമ്മാതാക്കൾ പ്രഖ്യാപിച്ചു. മമ്മൂട്ടി, കെ.ജെ. യേശുദാസ് എന്നിവരുടെ മകൻ ഗൗതം മേനോനും, യുവനടി അദിതി രവീന്ദ്രനും ആണ് ചിത്രത്തിലെ പ്രധಾನ കഥാപാത്രങ്ങൾ. സംഗീതം ഷൗന് റാഹുല് ആണ് നൽകുന്നത്.",0,deepseek
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രപതി ഡോ. എ.പി.ജെ. അബ്ദുൾ കലാം' എന്ന പേരിൽ അവതരിപ്പിച്ചു. കേരളത്തിലെ ഒരു സ്റ്റാർട്ടപ്പ് കമ്പനിയാണ് ഈ നൂതന സംരംഭം നടത്തിയത്. ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് സാങ്കേതികവിദ്യ ഉപയോഗിച്ചുള്ള ഈ റോബോട്ടിന് മലയാളം ഉൾപ്പെടെയുള്ള ഇന്ത്യൻ ഭാഷകൾ സംസാരിക്കാനും മനുഷ്യരുമായി സംവദിക്കാനും കഴിയും.,3,deepseek
കൊച്ചിയിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് രാജസ്ഥൻ റോയൽസിനെ 45 റൺസിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡിന്റെ അർദ്ധശതകവും രവീന്ദ്ര ജadeജയുടെ മൂന്ന് വിക്കറ്റുകളും മത്സരത്തിൽ നിർണായകമായിരുന്നു. ഈ വിജയത്തോടെ ചെന്നൈ ടൂർണമെന്റിലെ പോയിന്റ് പട്ടികയിൽ മുകളിലേക്ക് ഉയർന്നു.,1,deepseek
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ 'ഗ്രാൻഡ് ബസാർ' അടുത്ത മാസം തുറക്കും. കോഴിക്കോട് ജില്ലയിലെ ഈ പുതിയ ശോപ്പിംഗ് കോംപ്ലക്സ് 200-ലധികം ബ്രാൻഡുകളെ ഉൾക്കൊള്ളും, 500-ലധികം പേർക്ക് തൊഴിൽ അവസരം നൽകുമെന്ന് മാനേജിംഗ് ഡയറക്ടർ അനു പി. മേനോൻ അറിയിച്ചു. ഇത് സ്ഥാനീയ വ്യാപാരത്തിന് ശക്തമായ ഊന്നൽ നൽകുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",2,deepseek
പ്രശസ്ത സംവിധായിക ഗൗരി ശിന്ദെയുടെ പുതിയ ചിത്രം 'ചിത്രം 2024' ഈ വർഷാവസാനത്തോടെ റിലീസ് ചെയ്യാൻ തീരുമാനിച്ചു. മലയാളത്തിലെ ഒരു പ്രമുഖ നിർമാണ സ്ഥാപനവുമായുള്ള സഹകരണത്തിലാണ് ഈ ചിത്രം നിർമിക്കുന്നത്. മുഖ്യ കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത് ഫഹദ് ഫാസിലും നസ്ലിയയുമാണെന്ന് ഔദ്യോഗിക പ്രഖ്യാപനത്തിൽ വ്യക്തമാക്കി.,0,deepseek
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം പ്രഖ്യാപിച്ചു. 'മഹാരാജ' എന്ന ഈ ചിത്രത്തിൽ തിരുമേനി ആണ് മുഖ്യവേഷത്തിൽ. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്ന് ലിജോ അറിയിച്ചു. ഈ വാർത്ത ചലച്ചിത്രപ്രേമികളിൽ വലിയ പ്രതീക്ഷ ജനിപ്പിച്ചിരിക്കുന്നു.,0,deepseek
"തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ ക്യാപ്റ്റനായി രോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ ഇന്നാണ് ഈ തീരുമാനം പ്രഖ്യാപിച്ചത്. വിരാട് കോഹ്ലിയുടെ പിൻഗാമിയായി രോഹിത് ടെസ്റ്റ്, ഏകദിനം, ടി20 ഫോർമാറ്റുകളിലെല്ലാം ടീമിനെ നയിക്കും. ഈ വർഷം ആസ്ട്രേലിയയ്ക്കെതിരായ സീരീസ് ആണ് അദ്ദേഹത്തിന്റെ ആദ്യ പ്രധാന ചോദ്യം.",1,deepseek
"ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ സമിതി യോഗത്തിന് ശേഷമാണ് ഈ തീരുമാനം പ്രഖ്യാപിച്ചത്. ടെസ്റ്റ്, ഒന്നിന് പുറമേ ടി20 ഫോർമാറ്റുകളിലും അദ്ദേഹം നേതൃത്വം നൽകും. വിരാട് കോഹ്ലിയുടെ അനന്തരവനായി റോഹിത് ഈ ചുമതല ഏറ്റെടുക്കുന്നു.",1,deepseek
കൊച്ചിയിലെ ജവഹർലാൽ നെഹ്രു സ്റ്റേഡിയത്തിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് രാജസ്ഥൻ റോയൽസിനെ 5 വിക്കറ്റിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡ് 87 റൺസ് നേടിയതോടൊപ്പം രവീന്ദ്ര ജadeja മൂന്ന് വിക്കറ്റ് എടുത്തു. ഈ വിജയത്തോടെ ചെന്നൈ ടൂർണമെന്റിലെ പോയിന്റ് പട്ടികയിൽ മുകളിലേക്ക് ഉയർന്നു.,1,deepseek
ടെസ്ല കമ്പനി അടുത്ത വർഷം ഇന്ത്യയിൽ തങ്ങളുടെ ഇലക്ട്രിക് വാഹനങ്ങൾ വിൽക്കാൻ തീരുമാനിച്ചു. ബാംഗ്ലൂരിലും മുംബൈയിലും ആദ്യത്തെ ഷോറൂമുകൾ തുറക്കും എന്ന് സിഇഒ എലോൺ മസ്ക് പ്രഖ്യാപിച്ചു. ഇന്ത്യൻ ഇവി വിപണിയിൽ ഇത് ഒരു പ്രധാന മാറ്റമാകുമെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെടുന്നു.,3,deepseek
കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ 'ഗ്രാൻഡ് മാള്' തിരുവനന്തപുരത്ത് അടുത്ത മാസം തുറക്കും. 150 കോടി രൂപ മുതല് മുടക്കിയ ഈ പദ്ധതി 200-ലധികം ബ്രാന്റഡ് കടകളും ഒരു മൾട്ടിപ്ലെക്സും ഉള്ക്കൊള്ളുന്നു. ഇത് 500-ലധികം പേര്ക്ക് തൊഴിലവസരം നല്കുമെന്ന് മാനേജിംഗ് ഡയറക്ടര് ഡോ. രാജീവ് മേനോന് പറഞ്ഞു.,2,deepseek
കൊച്ചിയിലെ സ്റ്റാർട്ടപ്പ് 'ഗ്രീൻ ടെക് സൊലൂഷൻസ്' 50 കോടി രൂപ നിക്ഷേപം നേടി. ഈ ഫണ്ടിംഗ് നേതൃത്വം വഹിച്ചത് മുംബൈ സ്ഥിതി ചെയ്യുന്ന വെഞ്ചർ കാപിറ്റൽ ഫണ്ടാണ്. ഈ നിക്ഷേപം കമ്പനിയുടെ സോളാർ പവർ ടെക്നോളജി വികസനത്തിനും തെക്കിന്ത്യൻ വിപണിയിൽ വ്യാപിപ്പിക്കാനുമുള്ള പദ്ധതികളെ ശക്തിപ്പെടുത്തും. കമ്പനി തുടക്കത്തിൽ നിന്നുള്ള ശക്തമായ വളർച്ചയാണ് നിക്ഷേപകരെ ആകർഷിച്ചത്.,2,deepseek
"പ്രശസ്ത സംവിധായിക ഗൗതം വാസുദേവ് മേനോൻ്റെ പുതിയ ചിത്രം 'മലർവാടി' ഈ വർഷം ഓണത്തിന് റിലീസ് ചെയ്യും. മുകേഷ്, കീർത്തി സുരേഷ് എന്നിവർ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്ന ഈ ചിത്രത്തിന് ശബ്ദം നൽകിയിരിക്കുന്നത് എം.ജയachചന്ദ്രൻ ആണ്. ഈ റൊമാന്റിക് ഡ്രാമ ചിത്രം ചിത്രീകരിച്ചത് കൊച്ചിയിലാണ്.",0,deepseek
കൊച്ചിയിലെ ആദ്യത്തെ ഐടി പാർക്ക് 'ഇൻ്ഫോപാർക്കിൻ്റെ' പുതിയ ബ്ലോക്കിൻ്റെ തറക്കല്ല് ഇന്ന് വ്യവസായ മന്ത്രി പി. രാജീവ് സ്ഥാപിച്ചു. 50 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി 5000 ത്തോളം തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കും. ടെക് കമ്പനികൾക്കായി ഉയർന്ന തന്ത്രജ്ഞാന സൗകര്യങ്ങൾ ഈ കേന്ദ്രം നൽകുന്നതിനാൽ കേരളത്തിൻ്റെ സാമ്പത്തിക വളർച്ചയ്ക്ക് ശക്തിയേകും എന്ന് പ്രതീക്ഷിക്കുന്നു.,2,deepseek
തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ മുൻനിര ഓപ്പണർ രോഹിത് ശർമ ഒരു നൂറ് റൺസ് നേടി. രണ്ടാം ടെസ്റ്റ് മത്സരത്തിലെ ഈ ഇന്നിംഗ്സ് ഓസ്ട്രേലിയയെതിരെയുള്ള പരമ്പരയിൽ വലിയ പ്രാധാന്യമർഹിക്കുന്നു. അദ്ദേഹത്തിന്റെ നായകത്വത്തിൽ ടീം ഇന്ന് 300 റൺസ് കടന്നു. ഇതോടെ സീരീസ് ലെവലായി.,1,deepseek
മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: സൂപ്പർസ്റ്റാർ മമ്മൂട്ടി ചിത്രീകരിച്ചുകൊണ്ടിരിക്കുന്ന 'വൃഷഭം 2' ചിത്രം ഈ ഓണത്തിന് തിയേറ്ററുകളിൽ എത്തും എന്ന് നിർമ്മാതാവ് ഫാസിൽ സ്വദീഷ് ഇന്ന് ഔദ്യോഗികമായി ഉറപ്പ് നൽകി. ആദ്യ ഭാഗം പോലെ ഈ ചിത്രവും ജീവിതത്തിന്റെ വിവിധ വശങ്ങൾ പ്രതിഫലിപ്പിക്കുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്. ആദ്യ ചിത്രത്തിന്റെ വിജയം കാരണം ആരാധകർ രണ്ടാം ഭാഗത്തിനായി കാത്തിരിക്കുന്നു.,0,deepseek
മലയാള സിനിമാ ലോകത്തെ പ്രശസ്ത നടി നിമിഷ സജീഷ് അടുത്തതായി ഒരു പുതിയ ചിത്രത്തിൽ അഭിനയിക്കുന്നതായി വെളിപ്പെടുത്തി. യുവനടൻ റോഷൻ മാത്യുവിനൊപ്പം ചേർന്നാണ് ഈ ചിത്രം. ബോക്സോഫീസിൽ വൻ വിജയം നേടിയ ഈ ജോടിയുടെ വീണ്ടും ഒത്തുചേരലാണ് ചിത്രത്തിന്റെ പ്രധാന ആകർഷണം. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്ന് സംവിധായകൻ സന്തോഷ് ശിവൻ പറഞ്ഞു.,0,deepseek
മലയാള സിനിമാ ലോകത്തെ പ്രശസ്ത നടി മന്വിതാ കുര്യൻ അടുത്തായി പുറത്തിറങ്ങാൻ പോകുന്ന 'ദി ലൈറ്റ്' എന്ന ചിത്രത്തിന്റെ ചിത്രീകരണം പൂർത്തിയായി. ഈ ചിത്രത്തിൽ അവർ ഒരു പ്രധാന കഥാപാത്രത്തെ അവതരിപ്പിക്കുന്നു. സംവിധായകൻ രജീഷ് രാജൻ ആണ് ഈ പ്രോജക്റ്റ് നിർവഹിക്കുന്നത്. ഈ വർഷം അവസാനത്തോടെ ചിത്രം തിയേറ്ററുകളിൽ എത്തുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്.,0,deepseek
ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് (AI) ചിപ്പായ 'ആകാശ്' അവതരിപ്പിച്ചു. ഈ ചിപ്പ് ഉയർന്ന കാര്യക്ഷമതയോടെ AI ടാസ്ക്കുകൾ നിർവഹിക്കാൻ സാധിക്കും. ബാങ്കളുടെ സുരക്ഷാ സംവിധാനങ്ങൾ മെച്ചപ്പെടുത്തുന്നത് മുതൽ ഗതാഗത നിയന്ത്രണം വരെയുള്ള മേഖലകളിൽ ഇത് വിപ്ലവം സൃഷ്ടിക്കും. ടെക്നോളജി വിദ്യാർത്ഥികൾക്കും ഗവേഷകർക്കും വിലകുറഞ്ഞ നിരക്കിൽ ഈ ചിപ്പ് ലഭ്യമാക്കും.,3,deepseek
പ്രശസ്ത സംവിധായിക ഗൗതമി തിരുമേനി അടുത്ത ചിത്രമായ 'ഉയിര്ത്തെഴുന്നേല്പ്പ്' ഈ വര്ഷം ഓഗസ്റ്റ് മാസത്തില് റിലീസ് ചെയ്യും എന്ന് പ്രക്ടീകരിച്ചു. മമ്മൂട്ടി നായകനായി നിര്മ്മിക്കുന്ന ഈ ചിത്രത്തിന്റെ ചിത്രീകരണം തിരുവനന്തപുരത്ത് ആരംഭിച്ചു. ഗൗതമിയുടെ രണ്ടാം ചിത്രമായ ഇതിന് രജനീകാന്ത് ഗ്രൂപ്പാണ് നിര്മാണം നിര്വഹിക്കുന്നത്.,0,deepseek
"പ്രശസ്ത സംവിധായിക ഗൗരി ശിന്ദെയുടെ പുതിയ ചിത്രം 'ചന്ദ്രമുഖി 2' അടുത്ത മാസം റിലീസ് ചെയ്യും. മോഹൻലാൽ, കാജൽ അഗർവാൽ എന്നിവരാണ് ചിത്രത്തിലെ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത്. ഈ ഹൊറർ ത്രില്ലർ ചിത്രത്തിന് ആദ്യഭാഗത്തെപ്പോലെ വൻ വിജയം കൈവരിക്കുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്.",0,deepseek
"തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ ഇന്ന് നടത്തിയ പത്രസമ്മേളനത്തിൽ ഈ തീരുമാനം അറിയിച്ചു. ടെസ്റ്റ്, ഒന്നിന് രണ്ട് ഫോർമാറ്റുകളിലും അദ്ദേഹമാണ് മുൻനിര. വിരാട് കോഹ്ലിയുടെ അനന്തരവനായി റോഹിത് ഈ ചുമതല ഏറ്റെടുക്കുന്നു.",1,deepseek
"കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ ഗ്രീൻ ഹൈഡ്രജൻ പ്ലാന്റിന് കേരള സർക്കാർ ഹരിത ശ്രേണി നൽകി. ഇത് രാജ്യത്തെ ശുദ്ധ ഊർജ്ജ മേഖലയിൽ ഒരു പ്രധാന മാറ്റമാണ്. 50 മെഗാവാട്ട് ശേഷിയുള്ള ഈ പദ്ധതി വർഷത്തിൽ 5,000 തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. ഇത് സംസ്ഥാനത്തിന്റെ സുസ്ഥിര വികസന ലക്ഷ്യങ്ങളെ ശക്തിപ്പെടുത്തും.",2,deepseek
കൊച്ചിയിൽ നടന്ന ഐപിഎൽ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് മുംബൈ ഇന്ത്യൻസിനെ 25 റൺസിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡിന്റെ അർദ്ധശതകവും ഡെപ്പ് ഹൂഡയുടെ മൂന്ന് വിക്കറ്റുകളും മത്സരത്തിൽ നിർണായകമായിരുന്നു. ഈ വിജയത്തോടെ ചെന്നൈ ടൂർണമെന്റിൽ മുന്നിട്ടുനിൽക്കുന്നു.,1,deepseek
"പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം 'മണ്ണ'യുടെ ചിത്രീകരണം പൂർത്തിയാക്കി. മമ്മൂട്ടി, കപ്പിലൻ പിള്ളയുടെ കഥാപാത്രത്തിൽ, ഈ ചിത്രം ഈ വർഷം ഓണത്തിന് റിലീസ് ചെയ്യാൻ നിശ്ചയിച്ചിരിക്കുന്നു. ഇത് ഒരു ചരിത്ര-ഡ്രാമ ആയിരിക്കുമെന്ന് പ്രൊഡക്ഷൻ ഹൗസ് വ്യക്തമാക്കിയിട്ടുണ്ട്.",0,deepseek
മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: സൂപ്പർസ്റ്റാർ മമ്മൂട്ടി ചേർന്ന് ചിത്രീകരിക്കുന്ന ആക്ഷൻ ത്രില്ലർ 'വെണ്ടർ' ചിത്രം ഈ ഓണത്തിന് തിയേറ്ററുകളിൽ എത്തും. രജനികാന്തിനൊപ്പം ദിലീപ് സംവിധാനം ചെയ്യുന്ന ഈ ചിത്രത്തിന്റെ ടീസർ ഇന്ന് മുതൽക്ക് സോഷ്യൽ മീഡിയയിൽ വൈറലാകുന്നു. ഇത് മമ്മൂട്ടിയുടെ മറ്റൊരു ബ്ലോക്ക്ബസ്റ്റർ ആകുമെന്നാണ് ആരാധകർ പ്രതീക്ഷിക്കുന്നത്.,0,deepseek
കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ പ്ലാന്റിന് കേരള സർക്കാർ അനുമതി നൽകി. രണ്ട് ദശലക്ഷം രൂപ മൂലധനമുള്ള ഈ പദ്ധതി സംസ്ഥാനത്തെ ശുദ്ധഊർജ്ജ മേഖലയിൽ പുതിയ തിരിവുണ്ടാക്കും. ഇത് പ്രാദേശിക തോതിൽ അഞ്ച് ദിവസത്തിനുള്ളിൽ പ്രവർത്തനമാരംഭിക്കും എന്ന് കമ്പനി ഉന്നതാധികാരികൾ പറഞ്ഞു.,2,deepseek
മലയാള സിനിമാ ലോകത്തെ പ്രശസ്ത നടി നിവേദ തോമസ് അടുത്തതായി ഒരു പുതിയ ചിത്രത്തിൽ അഭിനയിക്കുന്നു. യുവനടൻ തോവിനോ തോമസുമായി ചേർന്നാണ് ഈ ചിത്രം. ആക്ഷൻ ത്രില്ലർ ആയ ഈ പ്രോജക്റ്റ് സംവിധാനം ചെയ്യുന്നത് ജീവൻ ജോസഫ് ആണ്. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്ന് ഡയറക്ടർ പറഞ്ഞു.,0,deepseek
കൊച്ചിയിലെ ജവഹർലാൽ നെഹ്രു സ്റ്റേഡിയത്തിൽ നടന്ന ഐപിഎല്‍ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് രാജസ്ഥൻ റോയൽസിനെ 35 റൺസിന് പരാജയപ്പെടുത്തി. രുതുരാജ് ഗായ്ക്വാഡ് മികച്ച പന്തെറിഞ്ഞു. രാജസ്ഥൻ റോയൽസിനെതിരെ വിജയിച്ച ചെന്നൈ സൂപ്പർ കിംഗ്സ് പ്ലേഓഫിലേക്ക് വഴി നേടി.,1,deepseek
തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ അധ്യക്ഷൻ ജയ് ഷാ ഇന്ന് ഇത് വെളിപ്പെടുത്തി. ടി20 ലോകകപ്പിന് ശേഷം വിരാട് കോഹ്ലി പദവി രാജിവെച്ചതോടെയാണ് ഈ മാറ്റം. അടുത്ത ഓസ്ട്രേലിയ സീരീസിൽ നിന്ന് റോഹിത് ഈ ചുമതല ഏറ്റെടുക്കും.,1,deepseek
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രിയ ബോട്ട്‌സ്‌' എന്ന കമ്പനി വികസിപ്പിച്ചെടുത്തു. ഈ റോബോട്ടിന് മലയാളം ഉൾപ്പെടെയുള്ള പ്രാദേശിക ഭാഷകൾ സംസാരിക്കാനും മനുഷ്യരുമായി സംവദിക്കാനും കഴിയും. ഇത് ആശുപത്രികളിലും പൊതു സേവന കേന്ദ്രങ്ങളിലും സേവനം നൽകുന്നതിനായി രൂപകൽപ്പന ചെയ്തിരിക്കുന്നു.,3,deepseek
കേരളത്തിലെ ഏറ്റവും വലിയ റീയൽ എസ്റ്റേറ്റ് കമ്പനിയായ ഗ്രീൻവ്യൂ ഡവലപ്പർസ് തങ്ങളുടെ പുതിയ ഓഫീസ് കോംപ്ലക്സ് തിരുവനന്തപുരത്ത് ഉദ്ഘാടനം ചെയ്തു. 50 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി 300 ത്തോളം തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കും എന്ന് കമ്പനി ഡയറക്ടർ ശ്രീ. രാജീവ് മേനോൻ അറിയിച്ചു. പ്രാദേശിക സമ്പദ്വ്യവസ്ഥയെ ശക്തിപ്പെടുത്താനുള്ള ഈ നീക്കം വ്യവസായ വിദഗ്ധർ പ്രശംസിക്കുന്നു.,2,deepseek
ടെസ്ല കമ്പനിയുടെ പുതിയ സെൽഫ് ഡ്രൈവിംഗ് സോഫ്റ്റ്വെയർ അപ്ഡേറ്റ് ഇന്ത്യയിൽ ലഭ്യമായി. ഈ സിസ്റ്റം ട്രാഫിക്കിലെ സങ്കീർണ്ണമായ സാഹചര്യങ്ങൾ കൂടുതൽ കാര്യക്ഷമതയോടെ കൈകാര്യം ചെയ്യാൻ കഴിയുമെന്ന് കമ്പനി പറയുന്നു. ഇത് വാഹന സുരക്ഷ വർദ്ധിപ്പിക്കുകയും ഡ്രൈവിംഗ് അനുഭവം മെച്ചപ്പെടുത്തുകയും ചെയ്യുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,3,deepseek
കൊച്ചിയിൽ നടന്ന ഐപിഎല്‍ മത്സരത്തിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് റോയൽ ചലഞ്ചർസ് ബാംഗ്ലൂരിനെ 35 റൺസിന് പരാജയപ്പെടുത്തി. വിരാട് കോഹ്ലിയുടെ അർദ്ധശതകം പിന്നിലാക്കി എംഎസ് ധോണിയുടെ സംഘം എളുപ്പത്തിൽ വിജയം നേടി. രണ്ട് വിക്കറ്റ് മാത്രം നഷ്ടപ്പെടുത്തി 18.4 ഓവറുകളിൽ ലക്ഷ്യം തേടിയ ചെന്നൈ ടീമിന് രണ്ട് പോയിന്റ് നേടിക്കൊടുത്തു.,1,deepseek
